54698;26;20;26;0;0;0;20;20;0
546981;25;25;25;0;0;0;32;0;0
5469817;0;33;33;0;0;0;33;0;0
54698173;0;100;0;0;0;0;0;0;0
546981732;0;100;0;0;0;0;0;0;0
481;14;18;14;0;22;17;26;0;17
4817;0;26;28;0;16;16;16;0;19
48172;0;20;29;0;20;20;0;0;20
481723;0;0;25;0;32;25;0;0;25
4817235;0;0;0;0;0;0;0;0;100
48172356;0;0;0;0;0;0;0;0;100
481723569;0;0;0;0;0;0;0;0;100
69;24;25;27;38;24;0;22;29;12
698;25;28;23;28;22;0;30;14;0
6983;16;16;16;21;16;0;24;0;0
69837;24;26;0;20;20;0;20;0;0
698372;25;25;0;32;25;0;0;0;0
6983724;33;0;0;33;33;0;0;0;0
69837245;100;0;0;0;50;0;0;0;0
698372451;100;0;0;0;0;0;0;0;0
29;25;0;24;27;19;24;25;30;12
298;28;0;22;18;18;19;22;14;0
2984;0;0;0;0;100;0;0;0;0
29843;24;0;20;0;20;20;20;0;0
298431;25;0;0;0;25;25;25;0;0
2984316;0;0;0;0;0;0;100;0;0
29843167;0;0;0;0;50;0;50;0;0
678;32;33;26;24;29;0;0;14;28
6782;22;16;37;31;16;0;0;0;23
67829;20;0;26;20;20;0;0;0;20
678293;25;0;25;25;25;0;0;0;0
6782934;100;0;0;33;33;0;0;0;0
67829341;50;0;0;0;50;0;0;0;0
673;25;19;14;38;20;0;0;14;26
6738;0;0;0;0;0;0;0;0;100
67389;20;20;0;20;20;0;0;0;20
24;29;0;21;12;44;23;28;31;26
245;18;0;29;0;14;30;14;28;14
2457;0;0;0;0;0;0;0;100;0
24578;20;0;20;0;0;20;0;20;20
93;27;25;12;27;31;25;34;25;0
938;26;38;0;21;19;20;21;14;0
9382;16;16;0;30;22;16;16;0;0
93824;100;0;0;20;35;20;24;0;0
938245;25;0;0;0;25;25;25;0;0
9382451;0;0;0;0;0;0;100;0;0
93824517;0;0;0;0;0;50;50;0;0
46;28;20;25;0;24;12;30;27;28
469;27;23;32;0;22;0;24;27;14
4698;22;16;27;0;22;0;16;16;0
46981;20;26;20;0;20;0;20;0;0
469812;0;25;32;0;25;0;25;0;0
4698123;0;0;33;0;33;0;33;0;0
46981237;0;0;0;0;100;0;0;0;0
469812375;0;0;0;0;100;0;0;0;0
91;12;27;28;27;29;28;27;23;0
912;0;14;29;18;22;26;17;35;0
9128;0;0;16;36;37;22;28;16;0
91284;0;0;26;20;39;20;20;0;0
912845;0;0;25;0;25;25;45;0;0
9128457;0;0;33;0;0;33;33;0;0
91284573;0;0;0;0;0;100;0;0;0
912845736;0;0;0;0;0;100;0;0;0
473;19;25;14;0;25;24;0;22;33
4735;20;24;0;0;16;31;0;22;26
47358;20;26;0;0;0;20;0;20;20
473582;25;25;0;0;0;32;0;0;25
4735826;33;0;0;0;0;33;0;0;33
47358269;100;0;0;0;0;0;0;0;50
473582691;100;0;0;0;0;0;0;0;0
467;22;23;25;0;25;0;14;25;25
4679;100;29;24;0;20;0;0;16;16
46792;0;0;100;0;0;0;0;0;0
467921;25;0;25;0;25;0;0;25;0
4679213;0;0;0;0;100;0;0;0;0
46792135;0;0;0;0;50;0;0;50;0
4712893;0;0;33;0;33;33;0;0;0
47128935;0;0;0;0;0;100;0;0;0
471289356;0;0;0;0;0;100;0;0;0
82;26;12;28;27;24;27;30;0;24
823;23;0;14;34;26;28;28;0;24
8235;26;0;0;16;16;19;36;0;29
82351;20;0;0;26;0;20;20;0;26
823519;0;0;0;25;0;25;32;0;25
8235197;0;0;0;33;0;33;33;0;0
82351974;0;0;0;0;0;100;0;0;0
823519746;0;0;0;0;0;100;0;0;0
13;0;25;12;36;27;26;35;27;34
134;0;14;0;14;29;20;27;19;25
1349;0;16;0;0;16;29;16;16;16
13495;0;0;0;0;0;100;0;0;0
134956;0;25;0;0;0;25;25;25;0
23;30;0;12;28;27;24;28;25;26
237;26;0;0;19;18;27;14;28;14
2378;26;0;0;16;25;26;0;16;26
23786;26;0;0;20;20;20;0;0;26
237869;32;0;0;25;25;0;0;0;25
2378691;33;0;0;33;33;0;0;0;0
23786914;0;0;0;0;100;0;0;0;0
237869145;0;0;0;0;100;0;0;0;0
567;17;26;24;23;0;0;14;32;24
5679;0;0;100;0;0;0;0;0;0
56792;0;0;100;0;0;0;0;0;0
567923;25;0;25;25;0;0;0;25;0
31;12;28;0;23;26;32;34;25;28
314;0;25;0;14;25;25;17;19;26
3149;0;16;0;0;22;19;16;16;16
31492;0;0;0;0;100;0;0;0;0
314925;0;0;0;0;25;25;25;25;0
58;24;20;33;22;0;38;26;12;27
589;24;22;20;26;0;38;18;0;14
5896;100;16;16;39;0;16;25;0;0
58964;20;43;20;20;0;0;26;0;0
589647;25;32;25;0;0;0;25;0;0
5896472;33;33;33;0;0;0;0;0;0
58964721;0;0;100;0;0;0;0;0;0
589647213;0;0;100;0;0;0;0;0;0
19;0;30;49;36;25;29;33;23;12
197;0;19;23;14;22;17;14;27;0
1976;0;0;0;100;0;0;0;0;0
19768;0;0;100;0;0;0;0;0;0
197683;0;25;25;25;25;0;0;0;0
923;22;0;14;29;17;22;14;14;0
9238;0;0;0;0;0;100;0;0;0
92386;20;0;0;20;20;20;20;0;0
21;12;0;27;22;26;25;27;23;27
214;0;0;21;14;18;25;24;22;23
2147;0;0;16;0;26;16;16;20;16
21475;0;0;20;0;20;20;0;26;26
214759;0;0;32;0;0;25;0;25;25
2147593;0;0;33;0;0;33;0;33;0
21475936;0;0;0;0;0;0;0;100;0
214759368;0;0;0;0;0;0;0;100;0
479;19;23;14;0;23;26;0;22;14
4792;22;16;26;0;19;19;0;20;0
47921;20;0;24;0;20;20;0;20;0
479213;0;0;0;0;100;0;0;0;0
4792138;0;0;0;0;100;0;0;0;0
47921385;0;0;0;0;50;50;0;0;0
9213;0;0;0;0;100;0;0;0;0
92134;0;0;0;20;20;20;20;20;0
921346;0;0;0;0;0;0;100;0;0
9213467;0;0;0;0;33;0;33;33;0
71;12;27;21;22;32;25;0;27;25
714;0;19;21;14;26;22;0;28;23
7145;0;22;16;0;16;26;0;16;22
71456;0;24;26;0;0;20;0;26;20
714568;0;32;25;0;0;0;0;25;25
7145682;0;33;33;0;0;0;0;0;33
71456823;0;0;0;0;0;0;0;0;100
714568239;0;0;0;0;0;0;0;0;100
928;17;0;22;14;24;14;14;14;0
9286;0;0;0;0;0;0;100;0;0
92867;20;0;20;20;20;0;20;0;0
38;27;26;0;25;30;36;22;12;34
389;29;17;0;24;14;33;18;0;14
3894;0;0;0;0;0;100;0;0;0
38945;20;20;0;0;20;20;26;0;0
389451;0;0;0;0;0;100;0;0;0
3894516;0;33;0;0;0;33;33;0;0
213;0;0;14;29;25;25;30;22;27
2137;0;0;0;26;30;20;16;40;16
21378;0;0;0;20;24;20;0;20;20
213789;0;0;0;0;100;0;0;0;0
2137895;0;0;0;33;33;33;0;0;0
53;27;35;12;40;0;23;22;27;22
534;21;18;0;14;0;22;25;17;19
5342;0;0;0;0;0;100;0;0;0
53427;20;0;0;0;0;20;20;20;20
534278;0;0;0;0;0;100;0;0;0
5342786;33;0;0;0;0;33;0;0;33
6982;22;16;27;25;29;0;27;0;0
69827;20;0;20;20;31;0;20;0;0
698275;36;0;25;25;25;0;0;0;0
6982751;33;0;33;33;0;0;0;0;0
69827513;0;0;0;100;0;0;0;0;0
698275134;0;0;0;100;0;0;0;0;0
138;0;14;0;33;20;25;28;14;27
1386;0;22;0;22;16;16;23;0;20
13865;0;0;0;0;0;0;0;0;100
138659;0;25;0;25;0;0;25;0;25
478;26;22;29;0;18;25;0;14;35
4786;22;16;16;0;16;16;0;0;26
47861;20;26;20;0;20;0;0;0;20
478612;0;25;32;0;25;0;0;0;25
4786123;0;0;33;0;33;0;0;0;33
47861239;0;0;0;0;100;0;0;0;0
478612395;0;0;0;0;100;0;0;0;0
459;26;20;22;0;0;28;39;26;14
4597;22;16;16;0;0;25;16;25;0
45978;0;0;100;0;0;0;0;0;0
459781;25;25;25;0;0;25;0;0;0
4597812;0;0;100;0;0;0;0;0;0
45978123;0;0;50;0;0;50;0;0;0
6742;0;0;0;0;100;0;0;0;0
67429;20;0;20;0;20;0;0;26;20
674298;32;0;25;0;25;0;0;25;0
6742981;33;0;33;0;33;0;0;0;0
67429813;0;0;0;0;100;0;0;0;0
674298135;0;0;0;0;100;0;0;0;0
64;22;22;29;12;23;0;28;26;39
645;19;24;24;0;14;0;24;19;27
6452;26;16;22;0;0;0;21;22;19
64521;20;0;20;0;0;0;20;26;26
645219;0;0;32;0;0;0;25;25;25
6452193;0;0;33;0;0;0;33;33;0
64521938;0;0;0;0;0;0;100;0;0
645219387;0;0;0;0;0;0;100;0;0
98;38;32;33;27;37;33;27;12;0
987;14;19;28;21;21;26;14;0;0
9874;22;16;16;16;21;16;0;0;0
98745;20;20;20;0;20;20;0;0;0
987456;100;25;25;0;0;25;0;0;0
9874561;33;33;33;0;0;0;0;0;0
78;36;33;42;27;47;25;0;12;26
785;28;26;30;14;14;22;0;0;24
7859;22;16;16;19;0;22;0;0;16
78594;20;20;20;20;0;20;0;0;0
785946;100;25;25;0;0;25;0;0;0
7859461;33;33;33;0;0;0;0;0;0
76;42;26;28;22;29;12;0;22;29
761;14;24;14;19;14;0;0;14;24
7612;0;0;0;100;0;0;0;0;0
76123;0;0;20;27;20;0;0;20;20
761238;0;0;0;100;0;0;0;0;0
7612384;0;0;0;33;33;0;0;0;33
57;23;34;34;31;0;28;12;29;25
578;14;30;29;23;0;14;0;14;27
5786;0;100;0;0;0;0;0;0;0
57862;20;20;20;20;0;0;0;0;20
1765;0;16;16;20;16;0;0;16;23
17659;0;20;20;24;0;0;0;24;20
176594;0;25;25;25;0;0;0;25;0
1765948;0;0;100;0;0;0;0;0;0
17659483;0;50;50;0;0;0;0;0;0
6981;16;27;16;16;19;0;22;0;0
69817;0;0;0;0;100;0;0;0;0
698174;0;25;25;25;32;0;0;0;0
6981745;0;33;33;0;33;0;0;0;0
69817453;0;100;0;0;0;0;0;0;0
698174532;0;100;0;0;0;0;0;0;0
691;14;28;21;29;28;0;23;24;0
6914;0;16;22;16;30;0;22;16;0
69143;0;20;20;0;26;0;20;20;0
691435;0;25;0;0;25;0;32;25;0
6914357;0;33;0;0;0;0;33;33;0
69143578;0;100;0;0;0;0;0;0;0
691435782;0;100;0;0;0;0;0;0;0
536;14;23;0;22;0;14;21;21;19
5369;0;0;0;100;0;0;0;0;0
53692;20;20;0;26;0;0;20;20;0
536924;25;0;0;25;0;0;32;25;0
5369247;33;0;0;0;0;0;33;33;0
53692478;100;0;0;0;0;0;0;50;0
536924781;100;0;0;0;0;0;0;0;0
9284;0;0;0;0;0;0;100;0;0
92847;20;0;20;0;20;20;20;0;0
563;22;25;14;21;0;0;28;24;30
5632;16;16;0;26;0;0;16;22;16
56324;20;0;0;20;0;0;20;26;26
563249;25;0;0;0;0;0;25;32;25
5632498;33;0;0;0;0;0;33;33;0
56324987;100;0;0;0;0;0;50;0;0
563249871;100;0;0;0;0;0;0;0;0
783;25;14;14;19;26;30;0;0;14
7834;0;0;0;0;100;0;0;0;0
78346;20;20;0;0;20;20;0;0;26
783469;32;25;0;0;25;0;0;0;25
7834691;33;33;0;0;33;0;0;0;0
78346912;0;0;0;0;100;0;0;0;0
783469125;0;0;0;0;100;0;0;0;0
83;32;29;12;30;37;23;28;0;29
835;16;29;0;25;14;20;18;0;14
8352;22;16;0;20;0;16;34;0;19
83529;20;0;0;20;0;20;20;0;20
835294;0;0;0;0;0;0;100;0;0
8352947;33;0;0;0;0;33;33;0;0
574;17;14;22;14;0;26;0;19;26
5748;0;0;0;0;0;100;0;0;0
57482;20;20;26;0;0;20;0;0;20
574823;25;0;25;0;0;25;0;0;32
5748239;33;0;0;0;0;33;0;0;33
57482391;0;0;0;0;0;100;0;0;0
574823916;0;0;0;0;0;100;0;0;0
72;37;12;37;31;21;31;0;23;39
721;14;0;19;21;26;17;0;18;25
7218;0;0;20;16;16;16;0;16;16
72183;0;0;20;20;20;24;0;0;20
721836;0;0;0;25;25;25;0;0;25
7218369;0;0;0;0;100;0;0;0;0
72183695;0;0;0;50;50;0;0;0;0
951;14;19;18;16;0;25;23;42;0
9518;0;16;16;16;0;16;20;16;0
95187;0;100;0;0;0;0;0;0;0
951873;0;25;25;25;0;25;0;0;0
9518736;0;100;0;0;0;0;0;0;0
95187362;0;50;0;50;0;0;0;0;0
672;36;14;32;22;27;0;0;21;22
6721;16;0;16;16;16;0;0;20;19
67215;0;0;0;100;0;0;0;0;0
672154;0;0;25;25;0;0;0;25;25
63;29;26;12;37;36;0;30;23;24
639;21;24;0;21;22;0;18;26;14
6398;33;16;0;20;16;0;20;16;0
63981;20;20;0;20;35;0;35;0;0
639817;0;0;0;0;100;0;0;0;0
6398174;0;0;0;0;100;0;0;0;0
63981745;0;50;0;0;50;0;0;0;0
94;26;33;23;12;35;26;26;24;0
945;26;24;31;0;14;29;21;17;0
9453;100;16;16;0;0;29;29;16;0
94536;24;20;0;0;0;20;30;26;0
945367;25;32;0;0;0;0;25;32;0
9453672;33;33;0;0;0;0;0;33;0
94536728;100;0;0;0;0;0;0;50;0
945367281;100;0;0;0;0;0;0;0;0
14;0;29;36;12;26;24;24;29;35
146;0;19;25;0;27;14;31;21;22
1467;0;16;22;0;16;0;16;32;16
14678;0;30;20;0;20;0;0;20;33
146789;0;36;32;0;25;0;0;0;25
1467892;0;33;33;0;33;0;0;0;0
14678923;0;0;0;0;100;0;0;0;0
146789235;0;0;0;0;100;0;0;0;0
52;37;12;24;22;0;30;26;24;20
521;14;0;20;17;0;18;17;14;28
5213;0;0;16;20;0;16;16;20;16
52134;0;0;0;20;0;24;20;20;20
521346;0;0;0;0;0;25;25;25;25
5213468;0;0;0;0;0;0;0;0;100
52134689;0;0;0;0;0;0;50;0;50
291;14;0;21;27;14;14;14;21;0
2913;0;0;16;22;16;16;16;20;0
29138;0;0;0;20;24;20;20;20;0
291385;0;0;0;25;25;25;25;0;0
2913856;0;0;0;0;0;0;100;0;0
29138567;0;0;0;50;0;0;50;0;0
581;14;14;22;14;0;21;14;0;24
5819;0;25;19;16;0;19;16;0;16
58193;0;20;20;20;0;20;20;0;0
581934;0;100;0;0;0;0;0;0;0
5819342;0;33;0;0;0;33;33;0;0
318;0;26;0;16;23;23;26;14;24
3182;0;16;0;22;29;16;19;0;22
31824;0;0;0;20;26;20;20;0;20
318245;0;0;0;0;25;25;25;0;32
3182459;0;0;0;0;0;33;33;0;33
31824596;0;0;0;0;0;0;100;0;0
318245967;0;0;0;0;0;0;100;0;0
641;14;24;19;0;26;0;21;18;27
6417;0;16;19;0;16;0;16;27;19
64178;0;20;20;0;27;0;0;20;26
641789;0;32;25;0;25;0;0;0;25
6417892;0;33;33;0;33;0;0;0;0
64178925;0;0;100;0;0;0;0;0;0
641789253;0;0;100;0;0;0;0;0;0
957;19;14;14;14;0;23;14;29;0
9571;0;0;0;0;0;0;0;100;0
95712;0;20;26;20;0;20;0;20;0
957123;0;0;25;32;0;25;0;25;0
9571234;0;0;0;33;0;33;0;33;0
95712346;0;0;0;0;0;0;0;100;0
957123468;0;0;0;0;0;0;0;100;0
615;0;19;14;23;14;0;27;26;21
6158;0;16;29;16;0;0;16;16;24
61583;0;20;20;20;0;0;20;0;20
615832;0;0;0;100;0;0;0;0;0
6158324;0;0;0;33;0;0;33;0;33
69824;24;0;26;20;24;0;20;0;0
698243;32;0;25;0;25;0;25;0;0
6982431;33;0;0;0;33;0;33;0;0
69824317;0;0;0;0;100;0;0;0;0
698243175;0;0;0;0;100;0;0;0;0
312;0;14;0;24;26;19;25;23;28
3127;0;0;0;16;22;16;16;25;25
31279;0;0;0;20;20;26;0;24;20
312798;0;0;0;0;0;100;0;0;0
3127985;0;0;0;100;0;0;0;0;0
31279854;0;0;0;50;0;50;0;0;0
614;0;14;14;14;27;0;27;25;20
6142;0;0;0;0;100;0;0;0;0
61425;0;0;20;0;20;0;20;20;20
178;0;28;27;28;20;27;0;14;24
1786;0;31;16;24;19;16;0;0;25
17862;0;20;20;20;35;0;0;0;20
178625;0;0;25;32;25;0;0;0;25
1786259;0;0;100;0;0;0;0;0;0
17862593;0;0;50;50;0;0;0;0;0
9386;0;0;0;0;0;0;100;0;0
93862;20;20;0;24;20;0;20;0;0
938624;0;0;0;0;0;0;100;0;0
9386241;0;0;0;0;100;0;0;0;0
93862415;0;0;0;0;50;0;50;0;0
386;20;14;0;17;20;14;21;0;24
3867;0;0;0;0;0;0;0;0;100
38671;20;20;0;20;24;0;0;0;20
386712;0;0;0;0;0;0;0;0;100
3867129;0;0;0;33;33;0;0;0;33
59;22;31;55;31;0;37;24;25;12
594;14;22;14;14;0;27;21;23;0
5943;0;0;0;0;0;100;0;0;0
59436;20;20;0;0;0;20;20;20;0
81;12;31;28;27;31;20;22;0;22
812;0;14;19;14;32;22;35;0;27
8124;0;0;0;0;100;0;0;0;0
81245;0;0;20;0;20;20;20;0;20
4738;19;22;0;0;16;16;0;16;27
47381;20;20;0;0;20;20;0;0;20
473816;0;100;0;0;0;0;0;0;0
4738162;0;33;0;0;33;0;0;0;33
123;0;0;14;32;31;25;24;29;33
1234;0;0;0;16;27;33;22;22;25
12345;0;0;0;0;20;20;20;26;26
123456;0;0;0;0;0;0;100;0;0
1234567;0;0;0;0;0;0;33;33;33
751;14;26;18;17;0;20;0;25;20
7514;0;16;16;16;0;16;0;16;16
75149;0;0;0;0;0;100;0;0;0
751496;0;25;25;0;0;25;0;25;0
179;0;22;14;14;28;21;0;14;14
1793;0;0;0;0;100;0;0;0;0
17935;0;20;0;20;20;20;0;20;0
86;24;19;25;25;27;12;24;0;19
865;17;21;14;25;14;0;26;0;21
8659;0;100;0;0;0;0;0;0;0
86593;20;20;20;20;0;0;20;0;0
865931;0;0;0;0;0;0;100;0;0
8659317;0;33;0;33;0;0;33;0;0
316;0;21;0;19;22;14;14;21;34
3167;0;0;0;0;0;0;0;0;100
31679;0;20;0;20;20;0;0;20;20
489;24;21;24;0;22;24;25;0;14
4897;24;24;16;0;26;19;16;0;0
48971;20;26;20;0;24;20;0;0;0
489712;0;25;32;0;25;25;0;0;0
4897123;0;0;33;0;33;33;0;0;0
48971236;0;0;0;0;100;0;0;0;0
489712365;0;0;0;0;100;0;0;0;0
256;24;0;25;18;0;14;34;28;25
2561;16;0;20;16;0;0;16;16;16
25614;0;0;0;0;0;0;0;0;100
256149;0;0;25;0;0;0;25;25;25
37;24;25;0;23;21;19;12;26;31
378;38;23;0;26;22;22;0;14;31
3784;30;24;0;16;29;16;0;0;20
37841;20;31;0;0;20;26;0;0;20
378412;0;25;0;0;36;25;0;0;25
3784125;0;0;0;0;33;33;0;0;33
37841256;0;0;0;0;0;0;0;0;100
378412569;0;0;0;0;0;0;0;0;100
149;0;14;24;0;20;22;14;27;14
1498;0;0;0;0;100;0;0;0;0
14987;0;20;20;0;24;20;20;0;0
149875;0;25;25;0;25;25;0;0;0
1498752;0;0;0;0;0;100;0;0;0
14987526;0;0;50;0;0;50;0;0;0
317;0;21;0;14;25;21;14;22;18
3174;0;0;0;0;100;0;0;0;0
31745;0;20;0;0;20;20;0;20;20
49;25;23;23;0;28;25;24;27;12
497;22;18;14;0;19;19;14;25;0
4971;16;16;22;0;20;16;0;16;0
49715;0;20;20;0;20;24;0;20;0
497156;0;25;25;0;0;25;0;25;0
4971562;0;0;100;0;0;0;0;0;0
49715623;0;0;50;0;0;0;0;50;0
7561;16;20;19;23;0;0;0;16;29
75619;0;20;20;20;0;0;0;20;20
756193;0;0;0;0;0;0;0;100;0
7561938;0;33;0;33;0;0;0;33;0
2456;0;0;0;0;0;0;0;100;0
24569;20;0;20;0;0;0;20;20;20
245698;100;0;25;0;0;0;25;25;0
2456981;33;0;33;0;0;0;33;0;0
821;14;0;19;21;27;24;26;0;26
8219;0;0;16;30;16;26;21;0;16
82194;0;0;20;20;20;20;35;0;0
821947;0;0;25;0;43;25;25;0;0
8219475;0;0;33;0;33;33;0;0;0
82194756;0;0;100;0;0;0;0;0;0
821947563;0;0;100;0;0;0;0;0;0
6459;22;26;23;0;0;0;16;22;16
64593;20;20;20;0;0;0;26;20;0
645937;25;25;0;0;0;0;25;25;0
6459372;0;0;0;0;0;0;0;100;0
64593728;50;0;0;0;0;0;0;50;0
51;12;42;40;22;0;21;28;41;20
517;0;22;20;17;0;21;14;22;25
5178;0;0;100;0;0;0;0;0;0
51784;0;20;20;20;0;20;0;0;20
517846;0;0;100;0;0;0;0;0;0
5178463;0;33;33;0;0;0;0;0;33
576;24;29;19;22;0;14;0;30;14
5768;0;0;0;100;0;0;0;0;0
57689;20;20;20;35;0;0;0;0;20
576894;25;25;25;25;0;0;0;0;0
5768942;100;33;33;0;0;0;0;0;0
57689421;50;0;50;0;0;0;0;0;0
7839;0;0;0;0;100;0;0;0;0
78395;20;20;0;20;20;20;0;0;0
67418;0;20;20;0;20;0;0;20;24
674189;0;25;25;0;25;0;0;0;25
6741892;0;0;0;0;100;0;0;0;0
67418925;0;0;50;0;50;0;0;0;0
362;19;14;0;27;14;0;21;26;24
3624;16;0;0;16;24;0;16;16;30
36245;20;0;0;0;20;0;20;26;20
362459;0;0;0;0;0;0;0;100;0
3624598;33;0;0;0;0;0;33;33;0
5941;0;0;0;0;0;100;0;0;0
59416;0;20;20;0;0;20;20;20;0
87;26;28;22;23;27;23;12;0;26
871;14;24;22;26;24;26;0;0;22
8713;0;16;16;20;16;16;0;0;22
87134;0;20;0;20;20;20;0;0;24
871349;0;25;0;0;25;25;0;0;25
8713495;0;0;0;0;0;100;0;0;0
87134956;0;50;0;0;0;50;0;0;0
936;18;14;0;17;20;14;26;24;0
9367;16;16;0;26;41;0;16;20;0
93675;20;20;0;35;20;0;0;20;0
936751;0;0;0;100;0;0;0;0;0
9367514;0;33;0;33;0;0;0;33;0
5613;0;0;0;0;0;0;0;0;100
56134;0;0;0;0;0;0;0;0;100
561347;0;32;0;0;0;0;25;32;25
5613478;0;33;0;0;0;0;0;33;33
56134782;0;0;0;0;0;0;0;0;100
561347829;0;0;0;0;0;0;0;0;100
6781;16;28;16;23;16;0;0;0;20
67819;0;20;24;20;20;0;0;0;20
678193;0;25;25;25;25;0;0;0;0
6781932;0;0;0;100;0;0;0;0;0
